Action_end_bvh_frame,Action_end_rgb_frame,Action_end_rgb_sec,Action_label,Action_start_bvh_frame,Action_start_rgb_frame,Action_start_rgb_sec,Duration_sec,File,Meta_action_class_number,Meta_action_label,Operation,Recurrence,Subject
28684,7223,241.0,[OP040] Put down component,28589,7199,240.2,0.8,P05_R03,11,Put down component,OP040,R03,P05
28813,7255,242.08,[OP040] Catch component,28684,7223,241.0,1.08,P05_R03,10,Take component,OP040,R03,P05
29498,7428,247.84,[OP040] Place BRIT1 and BRIT2 on FIXL,28955,7291,243.28,4.56,P05_R03,12,Assemble system,OP040,R03,P05
29731,7487,249.8,[OP040] Catch component,29555,7442,248.32001,1.48,P05_R03,10,Take component,OP040,R03,P05
29946,7540,251.60001,[OP040] Place BRIT1 and BRIT2 on FIXL,29746,7490,249.92,1.68,P05_R03,12,Assemble system,OP040,R03,P05
30060,7569,252.56,[OP040] Catch component,29965,7545,251.75999,0.8,P05_R03,10,Take component,OP040,R03,P05
30812,7759,258.88,[OP040] Place FIXL on P360-2,30493,7678,256.20001,2.68,P05_R03,12,Assemble system,OP040,R03,P05
30965,7797,260.16,[OP040] Take screwdriver,30817,7760,258.92001,1.24,P05_R03,4,Take screwdriver,OP040,R03,P05
31622,7962,265.67999,[OP040] Screw FIXL with B820PT,30965,7797,260.16,5.52,P05_R03,12,Assemble system,OP040,R03,P05
31874,8026,267.79999,[OP040] Put down screwdriver,31631,7965,265.76001,2.04,P05_R03,5,Put down screwdriver,OP040,R03,P05
33093,8333,278.04,[OP050] Turn sheets,32245,8119,270.92,7.12,P05_R03,3,Turn sheets,OP050,R03,P05
34397,8661,289.0,[OP050] Catch Strap clamps BRIT (x2),33693,8484,283.08,5.92,P05_R03,7,Picking left,OP050,R03,P05
34635,8721,291.0,[OP050] Catch Profile P040,34407,8664,289.08,1.92,P05_R03,6,Picking in front,OP050,R03,P05
34659,8727,291.2,[OP050] Put down component,34635,8721,291.0,0.2,P05_R03,11,Put down component,OP050,R03,P05
35016,8817,294.2,[OP050] Catch Bolt B820PT,34659,8727,291.2,3.0,P05_R03,7,Picking left,OP050,R03,P05
35045,8824,294.44,[OP050] Put down component,35016,8817,294.2,0.24,P05_R03,11,Put down component,OP050,R03,P05
35511,8942,298.36,[OP050] Place BRIT1 and BRIT2 on P040,35240,8874,296.08,2.28,P05_R03,12,Assemble system,OP050,R03,P05
36054,9079,302.92,[OP050] Place BRIT1 and BRIT2 on P040,35735,8998,300.24,2.68,P05_R03,12,Assemble system,OP050,R03,P05
36340,9150,305.32,[OP050] Catch component,36068,9082,303.04,2.28,P05_R03,10,Take component,OP050,R03,P05
37944,9554,318.8,[OP050] Place P040 on P360-2,37530,9450,315.32,3.48,P05_R03,12,Assemble system,OP050,R03,P05
38220,9624,321.12,[OP050] Take screwdriver,37973,9562,319.04,2.08,P05_R03,4,Take screwdriver,OP050,R03,P05
38734,9753,325.44,[OP050] Screw P040 with B820PT,38244,9630,321.32,4.12,P05_R03,12,Assemble system,OP050,R03,P05
39063,9836,328.2,[OP050] Put down screwdriver,38763,9761,325.68,2.52,P05_R03,5,Put down screwdriver,OP050,R03,P05
39686,9993,333.44,[OP060] Turn sheets,39567,9963,332.44,1.0,P05_R03,3,Turn sheets,OP060,R03,P05
39929,10054,335.48,[OP060] Catch Fixation FIXA2,39686,9993,333.44,2.04,P05_R03,6,Picking in front,OP060,R03,P05
40196,10121,337.72,[OP060] Catch Fixture key LARD,39939,10057,335.56,2.16,P05_R03,7,Picking left,OP060,R03,P05
40377,10167,339.24,[OP060] Catch Bolt B820 (x2),40196,10121,337.72,1.52,P05_R03,7,Picking left,OP060,R03,P05
40562,10214,340.8,[OP060] Put down component,40377,10167,339.24,1.56,P05_R03,11,Put down component,OP060,R03,P05
40653,10237,341.56,[OP060] Catch component,40586,10220,341.0,0.56,P05_R03,10,Take component,OP060,R03,P05
41096,10348,345.28,[OP060] Place LARD on P040 (P360-2),40848,10286,343.2,2.08,P05_R03,12,Assemble system,OP060,R03,P05
41329,10407,347.24,[OP060] Catch component,41162,10365,345.84,1.4,P05_R03,10,Take component,OP060,R03,P05
42243,10637,354.92,[OP060] Place FIXA2 on P360-2,41786,10522,351.08,3.84,P05_R03,12,Assemble system,OP060,R03,P05
42467,10693,356.8,[OP060] Take screwdriver,42257,10641,355.04,1.76,P05_R03,4,Take screwdriver,OP060,R03,P05
49694,12513,417.52,[OP060] Screw FIXA2 with B820,49156,12378,413.0,4.52,P05_R03,12,Assemble system,OP060,R03,P05
49956,12579,419.72,[OP060] Put down screwdriver,49698,12514,417.56,2.16,P05_R03,5,Put down screwdriver,OP060,R03,P05
50784,12788,426.68,[OP060] Turn sheets,50270,12658,422.36,4.32,P05_R03,3,Turn sheets,OP060,R03,P05
51098,12867,429.32,[OP060] Catch Fixation FIXA1,50865,12808,427.36,1.96,P05_R03,6,Picking in front,OP060,R03,P05
51312,12921,431.12,[OP060] Catch Bolt B820 (x2),51103,12868,429.36,1.76,P05_R03,7,Picking left,OP060,R03,P05
51598,12993,433.52,[OP060] Place FIXA1 on P360-2,51346,12929,431.4,2.12,P05_R03,12,Assemble system,OP060,R03,P05
51874,13062,435.84,[OP060] Take screwdriver,51627,13000,433.76,2.08,P05_R03,4,Take screwdriver,OP060,R03,P05
52398,13194,440.24,[OP060] Screw FIXA1 with B820,51884,13065,435.92,4.32,P05_R03,12,Assemble system,OP060,R03,P05
52717,13274,442.92,[OP060] Put down screwdriver,52412,13198,440.36,2.56,P05_R03,5,Put down screwdriver,OP060,R03,P05
53064,13362,445.84,[OP070] Consult sheets,52945,13332,444.84,1.0,P05_R03,2,Consult sheets,OP070,R03,P05
53350,13434,448.24,[OP070] Catch Disk DI2T,53117,13375,446.28,1.96,P05_R03,6,Picking in front,OP070,R03,P05
53369,13439,448.4,[OP070] Put down component,53350,13434,448.24,0.16,P05_R03,11,Put down component,OP070,R03,P05
53560,13486,450.0,[OP070] Catch Nut ECR8,53369,13439,448.4,1.6,P05_R03,7,Picking left,OP070,R03,P05
53593,13495,450.28,[OP070] Put down component,53560,13486,450.0,0.28,P05_R03,11,Put down component,OP070,R03,P05
54174,13641,455.16,[OP070] Consult sheets,53964,13588,453.4,1.76,P05_R03,2,Consult sheets,OP070,R03,P05
54507,13725,457.96,[OP070] Catch Bolt B835,54321,13678,456.4,1.56,P05_R03,7,Picking left,OP070,R03,P05
54545,13735,458.28,[OP070] Put down component,54507,13725,457.96,0.32,P05_R03,11,Put down component,OP070,R03,P05
54816,13803,460.56,[OP070] Catch P360-1,54559,13738,458.4,2.16,P05_R03,13,Take subsystem,OP070,R03,P05
54978,13844,461.92,[OP070] Catch component,54854,13813,460.88,1.04,P05_R03,10,Take component,OP070,R03,P05
55421,13955,465.64,[OP070] Place DI2T on P360-2,54993,13847,462.04,3.6,P05_R03,12,Assemble system,OP070,R03,P05
55683,14021,467.84,[OP070] Catch component,55426,13956,465.68,2.16,P05_R03,10,Take component,OP070,R03,P05
56259,14166,472.68,[OP070] Place ECR8 on DI2T,55683,14021,467.84,4.84,P05_R03,12,Assemble system,OP070,R03,P05
56459,14217,474.36,[OP070] Catch component,56259,14166,472.68,1.68,P05_R03,10,Take component,OP070,R03,P05
57530,14486,483.36,[OP070] Take screwdriver,57340,14438,481.76,1.6,P05_R03,4,Take screwdriver,OP070,R03,P05
58373,14698,490.44,[OP070] Screw P360-2 with B835,57530,14486,483.36,7.08,P05_R03,12,Assemble system,OP070,R03,P05
58668,14773,492.92,[OP070] Put down screwdriver,58373,14698,490.44,2.48,P05_R03,5,Put down screwdriver,OP070,R03,P05
59858,15073,502.92,[OP070] Put down Lower Part,59096,14881,496.52,6.4,P05_R03,14,Put down subsystem,OP070,R03,P05
804,203,6.76,[OP010] Consult sheets,709,179,5.96,0.8,P05_R04,2,Consult sheets,OP010,R04,P05
1057,266,8.88,[OP010] Catch Fixation FIXA1,804,203,6.76,2.12,P05_R04,6,Picking in front,OP010,R04,P05
1290,325,10.84,[OP010] Catch Fixture key LARD,1057,266,8.88,1.96,P05_R04,7,Picking left,OP010,R04,P05
1490,375,12.52,[OP010] Catch Bolt B820,1290,325,10.84,1.68,P05_R04,7,Picking left,OP010,R04,P05
1571,396,13.2,[OP010] Put down component,1490,375,12.52,0.68,P05_R04,11,Put down component,OP010,R04,P05
1751,441,14.72,[OP010] Catch component,1651,416,13.88,0.84,P05_R04,10,Take component,OP010,R04,P05
2846,717,23.92,[OP010] Place LARD on Profile P360-1,2156,543,18.12,5.8,P05_R04,12,Assemble system,OP010,R04,P05
3084,777,25.92,[OP010] Catch component,2960,746,24.88,1.04,P05_R04,10,Take component,OP010,R04,P05
3522,887,29.6,[OP010] Place FIXA1 on LARD at 160mm,3317,836,27.88,1.72,P05_R04,12,Assemble system,OP010,R04,P05
3955,996,33.24,[OP010] Take measuring rod,3779,952,31.76,1.48,P05_R04,8,Take measuring rod,OP010,R04,P05
4493,1132,37.76,[OP010] Place FIXA1 on LARD at 160mm,3955,996,33.24,4.52,P05_R04,12,Assemble system,OP010,R04,P05
4821,1214,40.52,[OP010] Take screwdriver,4502,1134,37.84,2.68,P05_R04,4,Take screwdriver,OP010,R04,P05
5616,1415,47.2,[OP010] Screw FIXA1 with B820,4907,1236,41.24,5.96,P05_R04,12,Assemble system,OP010,R04,P05
5806,1463,48.8,[OP010] Put down screwdriver,5649,1423,47.48,1.32,P05_R04,5,Put down screwdriver,OP010,R04,P05
6025,1518,50.64,[OP010] Put down measuring rod,5806,1463,48.8,1.84,P05_R04,9,Put down measuring rod,OP010,R04,P05
6596,1662,55.44,[OP020] Turn sheets,6358,1602,53.44,2.0,P05_R04,3,Turn sheets,OP020,R04,P05
6811,1715,57.24,[OP020] Catch Fixation FIXA1,6601,1663,55.48,1.76,P05_R04,6,Picking in front,OP020,R04,P05
7077,1783,59.48,[OP020] Catch Fixture key LARD,6815,1717,57.28,2.2,P05_R04,7,Picking left,OP020,R04,P05
7463,1880,62.72,[OP020] Catch Bolt B820,7077,1783,59.48,3.24,P05_R04,7,Picking left,OP020,R04,P05
7567,1906,63.6,[OP020] Put down component,7463,1880,62.72,0.88,P05_R04,11,Put down component,OP020,R04,P05
7996,2014,67.2,[OP020] Place LARD on P360-1,7696,1938,64.68,2.52,P05_R04,12,Assemble system,OP020,R04,P05
8267,2082,69.48,[OP020] Catch component,8005,2016,67.28,2.2,P05_R04,10,Take component,OP020,R04,P05
9304,2344,78.2,[OP020] Place FIXA1 on LARD at 160mm,8305,2092,69.8,8.4,P05_R04,12,Assemble system,OP020,R04,P05
9585,2414,80.56,[OP020] Take measuring rod,9357,2357,78.64,1.92,P05_R04,8,Take measuring rod,OP020,R04,P05
10056,2533,84.52,[OP020] Place FIXA1 on LARD at 160mm,9585,2414,80.56,3.96,P05_R04,12,Assemble system,OP020,R04,P05
10285,2591,86.44,[OP020] Put down measuring rod,10099,2544,84.88,1.56,P05_R04,9,Put down measuring rod,OP020,R04,P05
10470,2637,88.0,[OP020] Take screwdriver,10294,2593,86.52,1.48,P05_R04,4,Take screwdriver,OP020,R04,P05
11099,2796,93.28,[OP020] Screw FIXA1 with B820,10475,2639,88.04,5.24,P05_R04,12,Assemble system,OP020,R04,P05
11360,2862,95.48,[OP020] Put down screwdriver,11122,2802,93.48,2.0,P05_R04,5,Put down screwdriver,OP020,R04,P05
11798,2972,99.16,[OP030] Consult sheets,11755,2961,98.8,0.36,P05_R04,2,Consult sheets,OP030,R04,P05
12008,3025,100.92,[OP030] Catch Pillow block bearing PAL4019 (x2),11817,2977,99.32,1.6,P05_R04,6,Picking in front,OP030,R04,P05
12231,3081,102.8,[OP030] Catch Pillow block bearing PAL4019 (x2),12008,3025,100.92,1.88,P05_R04,6,Picking in front,OP030,R04,P05
12303,3099,103.4,[OP030] Put down component,12231,3081,102.8,0.6,P05_R04,11,Put down component,OP030,R04,P05
12550,3161,105.48,[OP030] Catch Fixation FIXT (x2),12303,3099,103.4,2.08,P05_R04,6,Picking in front,OP030,R04,P05
12574,3167,105.68,[OP030] Put down component,12550,3161,105.48,0.2,P05_R04,11,Put down component,OP030,R04,P05
12812,3227,107.68,[OP030] Catch Fixation FIXT (x2),12574,3167,105.68,2.0,P05_R04,6,Picking in front,OP030,R04,P05
12841,3234,107.92,[OP030] Put down component,12812,3227,107.68,0.24,P05_R04,11,Put down component,OP030,R04,P05
13140,3310,110.44,[OP030] Catch Cover CAPO (x2),12841,3234,107.92,2.52,P05_R04,6,Picking in front,OP030,R04,P05
13193,3323,110.88,[OP030] Put down component,13140,3310,110.44,0.44,P05_R04,11,Put down component,OP030,R04,P05
14016,3530,117.8,[OP030] Catch Bolt B840 (x2),13550,3413,113.88,3.92,P05_R04,7,Picking left,OP030,R04,P05
14064,3542,118.2,[OP030] Put down component,14016,3530,117.8,0.4,P05_R04,11,Put down component,OP030,R04,P05
14459,3642,121.52,[OP030] Catch Fixture key LARD (x2),14073,3545,118.28,3.24,P05_R04,7,Picking left,OP030,R04,P05
14916,3757,125.36,[OP030] Place LARD on P360-1 (x2),14549,3665,122.28,3.08,P05_R04,12,Assemble system,OP030,R04,P05
15434,3888,129.72,[OP030] Place LARD on P360-1 (x2),15096,3803,126.88,2.84,P05_R04,12,Assemble system,OP030,R04,P05
15682,3950,131.8,[OP030] Catch component,15510,3907,130.36,1.44,P05_R04,10,Take component,OP030,R04,P05
16029,4038,134.72,[OP030] Catch component,15877,3999,133.44,1.28,P05_R04,10,Take component,OP030,R04,P05
16934,4265,142.32,[OP030] Place PAL4019 on FIXT (x2),16296,4105,136.96,5.36,P05_R04,12,Assemble system,OP030,R04,P05
17152,4320,144.16,[OP030] Take screwdriver,16943,4268,142.4,1.76,P05_R04,4,Take screwdriver,OP030,R04,P05
18528,4667,155.72,[OP030] Screw PAL4019 with B820 (x2),17152,4320,144.16,11.56,P05_R04,12,Assemble system,OP030,R04,P05
18804,4736,158.04,[OP030] Put down screwdriver,18537,4669,155.8,2.24,P05_R04,5,Put down screwdriver,OP030,R04,P05
18999,4786,159.68,[OP030] Catch component,18904,4762,158.88,0.8,P05_R04,10,Take component,OP030,R04,P05
19304,4862,162.24,[OP030] Catch component,19032,4794,159.96,2.28,P05_R04,10,Take component,OP030,R04,P05
19523,4917,164.08,[OP030] Catch component,19394,4885,163.0,1.08,P05_R04,10,Take component,OP030,R04,P05
20636,5198,173.44,[OP030] Place PAL4019 on FIXT (x2),20179,5083,169.6,3.84,P05_R04,12,Assemble system,OP030,R04,P05
20898,5264,175.64,[OP030] Take screwdriver,20651,5202,173.56,2.08,P05_R04,4,Take screwdriver,OP030,R04,P05
21555,5429,181.16,[OP030] Screw PAL4019 with B820 (x2),20898,5264,175.64,5.52,P05_R04,12,Assemble system,OP030,R04,P05
21750,5479,182.8,[OP030] Put down screwdriver,21555,5429,181.16,1.64,P05_R04,5,Put down screwdriver,OP030,R04,P05
22045,5553,185.28,[OP030] Catch component,21874,5510,183.84,1.44,P05_R04,10,Take component,OP030,R04,P05
22354,5631,187.88,[OP030] Catch component,22097,5566,185.72,2.16,P05_R04,10,Take component,OP030,R04,P05
22983,5789,193.16,[OP030] Place CAPO on P360-1(x2),22369,5634,188.0,5.16,P05_R04,12,Assemble system,OP030,R04,P05
23696,5969,199.16,[OP030] Place CAPO on P360-1(x2),23168,5836,194.72,4.44,P05_R04,12,Assemble system,OP030,R04,P05
24644,6207,207.12,[OP030] Put down Profile P360-1,24229,6103,203.64,3.48,P05_R04,14,Put down subsystem,OP030,R04,P05
25600,6448,215.16,[OP040] Turn sheets,25248,6360,212.2,2.96,P05_R04,3,Turn sheets,OP040,R04,P05
25814,6502,216.96,[OP040] Catch Fixation FIXA2,25629,6456,215.4,1.56,P05_R04,6,Picking in front,OP040,R04,P05
26024,6555,218.72,[OP040] Catch Bolt B820,25824,6505,217.04,1.68,P05_R04,7,Picking left,OP040,R04,P05
27028,6808,227.16,[OP040] Place FIXA2 on P360-2,26519,6680,222.88,4.28,P05_R04,12,Assemble system,OP040,R04,P05
27266,6868,229.16,[OP040] Take screwdriver,27099,6826,227.76,1.4,P05_R04,4,Take screwdriver,OP040,R04,P05
27808,7005,233.72,[OP040] Screw FIXA2 with B820,27266,6868,229.16,4.56,P05_R04,12,Assemble system,OP040,R04,P05
27961,7043,235.0,[OP040] Put down screwdriver,27808,7005,233.72,1.28,P05_R04,5,Put down screwdriver,OP040,R04,P05
28170,7096,236.76,[OP040] Consult sheets,28104,7079,236.2,0.56,P05_R04,2,Consult sheets,OP040,R04,P05
28656,7218,240.84,[OP040] Catch Fixation FIXL,28432,7162,238.96,1.88,P05_R04,6,Picking in front,OP040,R04,P05
29032,7313,244.0,[OP040] Catch Strap clamps BRIT (x2),28708,7231,241.28,2.72,P05_R04,7,Picking left,OP040,R04,P05
29079,7325,244.4,[OP040] Put down component,29032,7313,244.0,0.4,P05_R04,11,Put down component,OP040,R04,P05
29389,7403,247.0,[OP040] Catch Bolt B820PT,29089,7327,244.48,2.52,P05_R04,7,Picking left,OP040,R04,P05
29412,7409,247.2,[OP040] Put down component,29389,7403,247.0,0.2,P05_R04,11,Put down component,OP040,R04,P05
29527,7437,248.16,[OP040] Catch component,29441,7416,247.44,0.72,P05_R04,10,Take component,OP040,R04,P05
29855,7520,250.92,[OP040] Place BRIT1 and BRIT2 on FIXL,29527,7437,248.16,2.76,P05_R04,12,Assemble system,OP040,R04,P05
29960,7546,251.8,[OP040] Catch component,29855,7520,250.92,0.88,P05_R04,10,Take component,OP040,R04,P05
30174,7600,253.6,[OP040] Place BRIT1 and BRIT2 on FIXL,29960,7546,251.8,1.8,P05_R04,12,Assemble system,OP040,R04,P05
30336,7641,254.96,[OP040] Catch component,30174,7600,253.6,1.36,P05_R04,10,Take component,OP040,R04,P05
31359,7899,263.56,[OP040] Place FIXL on P360-2,30440,7668,255.84,7.72,P05_R04,12,Assemble system,OP040,R04,P05
31573,7953,265.36,[OP040] Take screwdriver,31378,7904,263.72,1.64,P05_R04,4,Take screwdriver,OP040,R04,P05
32482,8182,273.0,[OP040] Screw FIXL with B820PT,31573,7953,265.36,7.64,P05_R04,12,Assemble system,OP040,R04,P05
32682,8232,274.68,[OP040] Put down screwdriver,32482,8182,273.0,1.68,P05_R04,5,Put down screwdriver,OP040,R04,P05
33643,8474,282.76,[OP050] Turn sheets,33358,8402,280.36,2.4,P05_R04,3,Turn sheets,OP050,R04,P05
33881,8534,284.76,[OP050] Catch Profile P040,33691,8486,283.16,1.6,P05_R04,6,Picking in front,OP050,R04,P05
33910,8541,285.0,[OP050] Put down component,33881,8534,284.76,0.24,P05_R04,11,Put down component,OP050,R04,P05
34105,8591,286.64,[OP050] Catch Strap clamps BRIT (x2),33910,8541,285.0,1.64,P05_R04,7,Picking left,OP050,R04,P05
34352,8653,288.72,[OP050] Catch Strap clamps BRIT (x2),34105,8591,286.64,2.08,P05_R04,7,Picking left,OP050,R04,P05
34467,8682,289.68,[OP050] Put down component,34376,8659,288.92,0.76,P05_R04,11,Put down component,OP050,R04,P05
34752,8754,292.08,[OP050] Catch Bolt B820PT,34491,8688,289.88,2.2,P05_R04,7,Picking left,OP050,R04,P05
34819,8770,292.64,[OP050] Put down component,34752,8754,292.08,0.56,P05_R04,11,Put down component,OP050,R04,P05
34852,8779,292.92,[OP050] Catch component,34819,8770,292.64,0.28,P05_R04,10,Take component,OP050,R04,P05
35143,8852,295.36,[OP050] Place BRIT1 and BRIT2 on P040,34905,8792,293.36,2.0,P05_R04,12,Assemble system,OP050,R04,P05
35466,8933,298.08,[OP050] Catch component,35166,8858,295.56,2.52,P05_R04,10,Take component,OP050,R04,P05
35671,8985,299.8,[OP050] Place BRIT1 and BRIT2 on P040,35495,8941,298.32,1.48,P05_R04,12,Assemble system,OP050,R04,P05
36013,9071,302.68,[OP050] Catch component,35709,8995,300.12,2.56,P05_R04,10,Take component,OP050,R04,P05
36494,9192,306.72,[OP050] Place P040 on P360-2,36090,9091,303.32,3.4,P05_R04,12,Assemble system,OP050,R04,P05
36689,9242,308.36,[OP050] Take screwdriver,36499,9194,306.76,1.6,P05_R04,4,Take screwdriver,OP050,R04,P05
37517,9450,315.32,[OP050] Screw P040 with B820PT,36689,9242,308.36,6.96,P05_R04,12,Assemble system,OP050,R04,P05
37741,9506,317.2,[OP050] Put down screwdriver,37541,9456,315.52,1.68,P05_R04,5,Put down screwdriver,OP050,R04,P05
38008,9574,319.44,[OP060] Consult sheets,37860,9536,318.2,1.24,P05_R04,2,Consult sheets,OP060,R04,P05
38417,9677,322.88,[OP060] Consult sheets,38298,9647,321.88,1.0,P05_R04,2,Consult sheets,OP060,R04,P05
38588,9720,324.32,[OP060] Catch Fixation FIXA1,38422,9678,322.92,1.4,P05_R04,6,Picking in front,OP060,R04,P05
38607,9725,324.48,[OP060] Put down component,38588,9720,324.32,0.16,P05_R04,11,Put down component,OP060,R04,P05
38840,9783,326.44,[OP060] Catch Fixture key LARD,38612,9726,324.52,1.92,P05_R04,7,Picking left,OP060,R04,P05
39107,9851,328.68,[OP060] Catch Bolt B820 (x2),38840,9783,326.44,2.24,P05_R04,7,Picking left,OP060,R04,P05
39188,9871,329.36,[OP060] Put down component,39107,9851,328.68,0.68,P05_R04,11,Put down component,OP060,R04,P05
39597,9974,332.8,[OP060] Place LARD on P040 (P360-2),39207,9876,329.52,3.28,P05_R04,12,Assemble system,OP060,R04,P05
39802,10026,334.52,[OP060] Consult sheets,39688,9997,333.56,0.96,P05_R04,2,Consult sheets,OP060,R04,P05
40521,10207,340.56,[OP060] Place FIXA1 on P360-2,39949,10063,335.76,4.8,P05_R04,12,Assemble system,OP060,R04,P05
40773,10270,342.68,[OP060] Take screwdriver,40549,10214,340.8,1.88,P05_R04,4,Take screwdriver,OP060,R04,P05
41225,10384,346.48,[OP060] Screw FIXA1 with B820,40773,10270,342.68,3.8,P05_R04,12,Assemble system,OP060,R04,P05
41506,10455,348.84,[OP060] Put down screwdriver,41244,10389,346.64,2.2,P05_R04,5,Put down screwdriver,OP060,R04,P05
42067,10596,353.56,[OP060] Turn sheets,41777,10523,351.12,2.44,P05_R04,3,Turn sheets,OP060,R04,P05
42334,10663,355.8,[OP060] Catch Fixation FIXA2,42120,10609,354.0,1.8,P05_R04,6,Picking in front,OP060,R04,P05
42524,10711,357.4,[OP060] Catch Bolt B820 (x2),42339,10665,355.84,1.56,P05_R04,7,Picking left,OP060,R04,P05
43091,10854,362.16,[OP060] Place FIXA2 on P360-2,42600,10730,358.04,4.12,P05_R04,12,Assemble system,OP060,R04,P05
43309,10909,364.0,[OP060] Take screwdriver,43105,10858,362.28,1.72,P05_R04,4,Take screwdriver,OP060,R04,P05
44052,11096,370.24,[OP060] Screw FIXA2 with B820,43309,10909,364.0,6.24,P05_R04,12,Assemble system,OP060,R04,P05
44323,11164,372.52,[OP060] Put down screwdriver,44066,11100,370.36,2.16,P05_R04,5,Put down screwdriver,OP060,R04,P05
44842,11295,376.88,[OP070] Catch P360-1,44566,11226,374.56,2.32,P05_R04,13,Take subsystem,OP070,R04,P05
44994,11333,378.16,[OP070] Catch Disk DI2T,44842,11295,376.88,1.28,P05_R04,6,Picking in front,OP070,R04,P05
45132,11368,379.32,[OP070] Place DI2T on P360-2,44994,11333,378.16,1.16,P05_R04,12,Assemble system,OP070,R04,P05
45418,11440,381.72,[OP070] Catch Nut ECR8,45151,11373,379.48,2.24,P05_R04,7,Picking left,OP070,R04,P05
45903,11562,385.8,[OP070] Place ECR8 on DI2T,45465,11452,382.12,3.68,P05_R04,12,Assemble system,OP070,R04,P05
46227,11644,388.52,[OP070] Catch Bolt B835,45937,11571,386.08,2.44,P05_R04,7,Picking left,OP070,R04,P05
47488,11962,399.12,[OP070] Take screwdriver,47279,11909,397.36,1.76,P05_R04,4,Take screwdriver,OP070,R04,P05
